sep=,
Text,Date,LikesCount,RepostCount,URLs
"Угадайте, в какой стране сделана эта фотография. Пишите ваши варианты в комментариях ????  Через пару дней мы опубликуем правильный ответ.",05 06 2019 7:00:04,102,3,https://pp.userapi.com/c848536/v848536070/1a8a28/_WAe0rD9WRs.jpg
"Посмотрите вокруг, изучите содержимое рюкзака или сумки, откройте холодильник, загляните в мусорное ведро. Сколько одноразовых пластиковых предметов вы найдёте?    Пластик вездесущ и, когда становится мусором, отравляет всё вокруг. Ему нет места в природе.    Завтра, 5 июня 2019 года один миллиард человек объединится под инициативой #OnePlasticFreeDay (#одинденьбезпластика), чтобы заявить правительствам и корпорациям, что с нас хватит.   Присоединяйтесь!    1. Выберете одну вещь из пластика, которая должна исчезнуть из оборота.  2. Сделайте фото.  3. Запостите в соцсети с хештегами #OnePlasticFreeDay #одинденьбезпластика и расскажите своим друзьям и подписчикам, почему нужно сокращать количество пластика в нашей жизни.",04 06 2019 17:03:01,1625,318,https://sun3-3.userapi.com/c850216/v850216042/15f47e/R3RWmFoESdI.jpg
"Ростов-на-Дону, читайте до конца!   Как вам идея познакомиться с единомышленниками? Завтра во Всемирный день окружающей среды приходите на открытую встречу в ""Кластер С52"".   Сможете познакомиться с добровольными пожарными Кубани, представителями негосударственного природоохранного центра ""Набу-Кавказ"". От нас будет Евгения Наумова, она расскажет про проект #ГринписВоздух.   Информация и регистрация по ссылке ????",04 06 2019 15:00:07,67,1,
"Сегодня, 4 июня, есть возможность задать вопросы Мэру Москвы. Мы предлагаем вам спросить у Сергея Собянина про проблему московского мусора, про уничтожение Лосиного острова и про велоинфраструктуру в Москве. Вы можете скопировать наши вопросы и отправить Мэру или написать свой.    ? Меня крайне беспокоят попытки перенаправить твердые коммунальные отходы, образующиеся в Москве, в другие регионы, а также вызываемые этим нарушения экологических прав жителей и ухудшение качества их жизни. Я знаю, что вы получили тысячи обращений по этому поводу. Скажите, как вы планируете решать проблему отходов системно и цивилизованно, ставя на первое место предотвращение образования отходов?    ? Я переживаю за судьбу ""Лосиного острова"". Почему национальный парк планируют вырубить ради строительства дублёра Щелковского шоссе, Московских центральных диаметров (МЦД) и торгового центра?    ? В Москве уже довольно много людей пользуются велосипедом как транспортным средством. Однако велоинфраструктура в городе всё ещё недостаточно развита, что представляет серьёзные неудобства как для велосипедистов, так и для других участников дорожного движения. Её развитие приостановлено несколько лет назад по неясным причинам. Москва сильно отстаёт от крупных городов, находящихся в её же климатических условиях, таких как Монреаль, Стокгольм, Копенгаген и Хельсинки. Когда в Москве будет развитая безопасная велоинфраструктура, соединяющая разные части города?    ???? Задайте вопрос на сайте https://www.mos.ru/conferences/item/314296/  Нужно указать имя, адрес электронной почты и выбрать тему “Экология и охрана окружающей среды”. В 20:00 Сергей Собянин будет отвечать на эти вопросы в прямом эфире.  Фото: Официальный сайт Мэра Москвы mos.ru",04 06 2019 12:03:08,111,20,
"?? Любимые всеми детьми герои Крош, Ёжик, Нюша и Бараш вместе с добровольными лесными пожарными борются с природными пожарами!    ?? Убедиться в этом смогли все, кто в День защиты детей пришёл на фестиваль “Мультимир” в Москве. Мы вместе смотрели новые серии “Азбуки защиты леса”, играли в пожарные игры, рассказывали, как можно бороться с огнём, даже если ты не пожарный.    ?? Спасибо тем, кто был с нами! Ищите себя на фотографиях и делитесь впечатлениями: https://vk.com/album-66871_263872839  #остановиогонь",04 06 2019 10:00:08,141,3,https://pp.userapi.com/c850416/v850416876/5e9ef/ynbW8lzrLeM.jpg https://pp.userapi.com/c850416/v850416876/5e9f9/jueAsUC7XZk.jpg https://pp.userapi.com/c850416/v850416876/5ea21/BXCBQpnVS1E.jpg https://pp.userapi.com/c856132/v856132876/50e39/HT8IyCAQiVM.jpg
"Почему сейчас похоронная индустрия неэкологична? Из чего делают гробы и почему кремация не совсем безвредна для природы? Какие существуют альтернативы?    ???? О том, как провести похороны экологично, читайте на нашем сайте https://act.gp/2Mr1zbU",03 06 2019 17:00:07,275,41,
"?? Как известно из сказок, лиса любит рыбу. ? Основу питания лис составляют мелкие грызуны, но в местах массового нереста лососей лисы могут переходить почти полностью на питание рыбой. Они не ловят её сами, а чаще кормятся остатками от пиршества медведей. ? Чтобы оставить лисицам хотя бы возможность питаться рыбой, необходимо сохранять нерестовые реки. В противном случае улов будет довольно скудным. ? ?? Помогите это предотвратить, подпишите петицию в защиту лесов вдоль нерестовых водоемов: https://act.gp/vk-forest030619",03 06 2019 15:00:19,501,86,https://pp.userapi.com/c7004/v7004796/63b73/lz1sYdEnDHU.jpg
"?? Сегодня, 3 июня, велосипедисты всего мира отмечают Всемирный день велосипеда, учреждённый ООН. В Москве вечером пройдёт акция за развитие велосипедной инфраструктуры.    Акция продлится с 19:30 до 20:30 на Бульварном кольце. Участники проекта проедут по велосипедной полосе полный круг или отдельную часть. В 5 местах на Бульварном кольце волонтёры проекта будут раздавать участникам памятные сувениры. Проехав все точки, можно будет собрать полную коллекцию. Присоединяйтесь и не забывайте соблюдать ПДД!    ???? Подробности на www.worldbicycleday.ru",03 06 2019 13:03:04,163,11,https://pp.userapi.com/c854220/v854220309/5a2e4/TAT2DeJVTyc.jpg
"Мы не устаем повторять, что свалка начинается в супермаркете, и вместе с вами боремся с лишним пластиком на полках магазинов.    Часто магазины нам заявляют, что «пакет предоставляется по многочисленным просьбам и для удобства покупателей», но мы-то с вами знаем, что это не всегда так. Давайте покажем торговым сетям, что нам удобно покупать и без пакета! Пусть они увидят, нас много, и начнут меняться. Без их участия планету от мусора не спасти.    С 3 по 8 июня в Москве проходит крупная бизнес-конференция лидеров торговых сетей: Russian retail week или Неделя российского ретейла. Её участники выкладывают фото с конференции и используют поиск по хештегам для того, чтобы найти больше изображений.   ??Использовать эти теги к фото с покупками без пластика — отличная возможность показать лидерам торговых сетей, чего на самом деле хотят их покупатели??   Присоединяйтесь к неделе единых действий!    ?? Сфотографируйте свои покупки без пластика   ?? Отметьте магазины, например [club19098502|Перекресток], [club19098821|Пятёрочка], [club19098901|Сеть гипермаркетов Карусель], [club127470332|ЛЕНТА], [club144958594|Магнит], [club53736046|АШАН], [club49256266|ДИКСИ], чтобы они знали, что их клиенты готовы покупать без лишнего пластика.  ?? Поставьте хештеги #russianretailweek #неделяроссийскогоритейла #порвиспакетом #порвиспластиком #нивкакиесвалки",03 06 2019 9:01:00,398,89,
"?? По всей России насчитывается около 80 миллионов гектаров неиспользуемых сельхозземель, пригодных для интенсивного лесного хозяйства, создания лесных плантаций и развития лесного фермерства. Они могут превратиться в надежду для развития сельских территорий России.    ?? Если выращивать лес хотя бы на 50 миллионах гектаров, то ежегодный урожай будет составлять около 288 миллионов кубометров древесины. Это больше чем нынешний объём заготовки на всей территории России.    ?? Это значит, что будут удовлетворены все нынешние и будущие потребности в древесине, и не потребуется вырубать дикую тайгу, особо охраняемые природные территории, нерестоохранные полосы и другие ценные леса. Также это позволит трудоустроить на постоянной основе около 97 тысяч человек из сельской местности.    ???? Подробнее о потенциале сельхозземель читайте на сайте https://act.gp/2JOE61U",02 06 2019 12:00:01,212,37,
"?? Южно-сахалинский городской суд частично удовлетворил иск экологов о выпуске животных из «китовой тюрьмы». Он признал, что млекопитающие были выловлены незаконно, но отказался изъять их у отловщиков.    Причины отказа станут известны 5 июня. Пока же решение суда ещё не вступило в законную силу, и его можно обжаловать в течение месяца, что и собираются сделать экологи.   ???? Подробнее https://act.gp/2WBihsM",02 06 2019 9:00:02,246,25,
"В день защиты детей мы напоминаем: загрязнение воздуха опаснее всего для здоровья детей!   Загрязнение воздуха угрожает детям аутизмом, задержкой умственного развития, астмой, снижением функции лёгких.  В половине проб, которые Greenpeace взял ближе 20 метров от дорог, превышены нормативы по диоксиду азота. Узнайте, чем дышат ваши дети, на карте «SOS! Воздух»  https://act.gp/child_map",01 06 2019 18:33:54,329,51,https://pp.userapi.com/c848536/v848536158/1a62ca/qMg6fCUPmxg.jpg
"?? Как сотрудники Гринпис и волонтеры проекта [club23982797|Возродим наш лес] организовали школьные лесные питомники в Калужской области https://act.gp/2EKs1XK  ?? Дети посеяли семена, а осенью смогут привезти свои дубки и вязы на посадки. Вы тоже так можете! ???? Чтобы присоединиться к проекту, напишите Елене Шишкиной, координатору проекта «Возродим наш лес», на email eshishki@greenpeace.org или вступайте в [club23982797|группу волонтеров].",01 06 2019 15:02:06,146,17,
"?? Восстановление леса — процесс неторопливый и вдумчивый. Он требует знаний, внимания, терпения, а ещё немалых средств и рабочих рук. Всего этого очень не хватает нынешнему лесному хозяйству в нашей стране. ? Что на самом деле скрывается под этим термином и каковы особенности национального лесовосстановления в России? ???? Читайте на нашем сайте https://greenpeace.ru/blogs/2019/05/30/lesnaja-byl/?utm_source=vk&utm_medium=social&utm_campaign=forest-reforestation&utm_content=byl",01 06 2019 10:00:03,94,12,
"?? Сегодня — Международный день защиты детей!   ?? И это ещё один повод напомнить о том, как важно научить детей ответственному обращению с огнём и рассказать о связи человека и природных пожаров.    ?? Как раз для этого мы подготовили противопожарные игры, которые не оставят равнодушными ни одного ребёнка! В них можно легко играть во дворе, за городом, на шумном детском празднике или в спокойной домашней обстановке.   Что нужно сделать:  <> зайти на нашу специальную страничку: https://act.gp/vk-fire-0106-01,  <> скачать понравившуюся игру,  <> подготовить её компоненты и устроить своим детям вечер приключений.    ?? Например, вы можете попробовать спасти от пожара Хогвартс или сохранить свое имущество от “огня”, отвечая на хитрые вопросы быстрее соперников.    Игры рассчитаны на детей школьного возраста: от 7 до 16 лет. Одни расскажут, как природные пожары в действительности влияют на нас и мир вокруг. Другие научат, как уйти от огня в лесу самым безопасным путём. И, главное, игра закончится, а полезные знания останутся.   #остановиогонь",01 06 2019 8:00:04,67,6,
Почему в Шиес нельзя везти московские отходы?  1. Проект «Экотехнопарка “Шиес”» противоречит приоритетам госполитики по обращению с отходами.  2. Работы на участке начались без технического проекта и разрешения на строительство.  3. Полигон пытаются строить в границах санитарной зоны источника питьевой воды.  4. Отходы из Москвы не планируют перерабатывать.  5. В брикетах могут оказаться опасные и пищевые отходы.  6. Экотехнопарк не решит проблему с отходами Архангельской области.,01 06 2019 5:57:30,2781,761,
"Строительство «Технопарка Шиес» в Архангельской области незаконно.   Мы поддерживаем требования общественности и уверены: если в Архангельскую область собираются везти московский мусор, то и проблему нужно решать в Москве.",31 05 2019 17:00:07,1061,229,https://pp.userapi.com/c848524/v848524611/19dc16/SnAMJ_dv718.jpg
"Под топор и бульдозер отправляется национальный парк «Лосиный остров»! ?? Покой местных жителей и лосей хотят нарушить ради строительства дублёра Щелковского шоссе, строительства неопознанных объектов и МЦД. ??  ??Почему «Лосиный остров» пора оставить в покое, читайте на нашем сайте https://act.gp/2MjOPDR",31 05 2019 15:00:08,338,74,
"?? «Фиксики спасают мир. Останови лесные пожары!»    Если у вас ещё не было возможности рассказать своим детям, как сберечь лес от огня, вот вам новый эпизод Фиксиков.    Тушить горящий лес очень сложно и опасно! Даже взрослым! А фиксики знают, как мы с вами можем помочь пожарным. Расскажите друзьям, как сберечь лес от огня: остановить поджоги травы, вовремя позвонить и сообщить о пожаре. Эти шаги станут вашим маленьким подвигом и помогут спасти природу!    Спешите видеть и делиться с друзьями: https://youtu.be/pUxfAnpSnLk   #остановиогонь",31 05 2019 10:00:07,118,17,https://pp.userapi.com/c855720/v855720480/56798/3lg_z-51yuU.jpg
"?Хотите посетить в Москве выставку о жизни в Амазонии? Читайте до конца.??    ?? Знаете ли вы, что защита лесов – одно из средств предотвращения изменения климата? Лесные массивы поглощают углекислый газ – один из парниковых газов вызывающий климатические изменения! Однако легкие планеты, тропические леса вдоль реки Амазонки, в большой опасности. Каждую минуту уничтожается территория тропического леса размером с 30 футбольных полей.    ?? У вас есть возможность узнать больше об Амазонии на мультимедийной выставке AMAZONAS. Отмечайте в комментариях того, с кем вы хотите сходить на выставку, и мы подарим вам два билета. ?? В понедельник, 3 июня, мы случайным образом выберем одного человека среди тех, кто оставил комментарии, и объявим победителя на нашем сайте. Чем больше вы оставите комментариев, тем выше ваши шансы получить билеты. ?? Подробнее о выставке http://amazonasproject.ru",31 05 2019 7:00:04,87,6,https://pp.userapi.com/c852216/v852216976/12a838/k0zZUgERexI.jpg
"?? В России порядка 80 миллионов гектаров неиспользуемых сельхозземель, потенциально пригодных для выращивания леса. Пустующая «сельхозка» — это ресурс для развития регионов, гарант сохранения малонарушенных и защитных лесов. Мы собрали данные по таким землям и выпустили карту.    ?? В ТОП-10 на карте Greenpeace попали территории с благоприятными для интенсивного выращивания леса почвенно-климатическими условиями: Республика Башкортостан, Новосибирская, Тверская, Смоленская, Кировская, Нижегородская области, Республика Татарстан, Алтайский край, Пермский край и Курганская область. Подробнее https://act.gp/2Meio9B/    ???? Ищите свой регион на карте https://act.gp/2QI3Jm1/",30 05 2019 14:35:50,179,16,
"Если вы живёте в Москве и у вас есть ребёнок, приходите с ним в День защиты детей на ВДНХ, чтобы познакомиться с добровольными лесными пожарными!   Вместе со [club21665793|Смешариками] мы с огромным удовольствием посмотрим «Азбуку защиты леса» и проведём пожарные игры для детей. Самые любопытные смогут примерить пожарное оборудование и задать множество ""почему"" тем, кто спасает природу от огня.    ?? Что: Добровольные лесные пожарные участвуют в Мультимире  ?? Когда: 1 июня, с 12:30 до 13:30  ?? Где: Москва, ВДНХ, павильон 75, стенд группы компаний «Рики». ??    Зайдите через крайний правый вход, тот что между двумя кассами. Пройдите прямо и остановитесь у второго ряда. Первый стенд по левую руку — вам сюда.  #остановиогонь",30 05 2019 7:00:05,90,3,https://pp.userapi.com/c851028/v851028645/128181/K9iXXQctsMg.jpg
"А вы знали, что одна прокладка содержит столько же пластика, сколько четыре одноразовых пакета?    Получается, что те, у кого есть менструация, сами того не желая, не только носят пакет между ног, но и заваливают планету одноразовым пластиком ??   Мы знаем, как это остановить, и рассказываем про многоразовые прокладки:",29 05 2019 16:30:00,307,31,https://pp.userapi.com/c849416/v849416045/19cbab/PCSo9HICrBM.jpg
"Стандартные одноразовые пакеты всё чаще стремятся заменить биоразлагаемыми. Нас убеждают, что они безопасны для планеты, но это не так ???",29 05 2019 12:38:00,274,63,
"Спасибо вам за участие в климатическом флешмобе. ?? Посмотрите, как нас много! ?? Такая поддержка очень важна для зарождающегося климатического движения в России. Вместе мы сможем привлечь внимание к самой серьёзной проблеме человечества — глобальному изменению климата. ?    ?? 24 мая по миру прокатилась небывалая волна климатических протестов: на улицы 2350 городов в 125 странах вышло больше 1,8 миллионов молодых людей. ???? И больше десяти из этих городов — российские! Участники пикетов рассказали нам, как прошёл этот день https://act.gp/2HDOmrA     ??Поделитесь этим постом, чтобы показать вашим друзьям, что вы поддерживаете борьбу за сохранение климата! ??  #ЗаКлимат #ClimateStrike #FridaysForFuture #LetRussiaStrikeForClimate",28 05 2019 13:56:23,199,20,
"В то время как эстонские фермеры выращивают лес на своей земле, в России почти 80 миллионов гектаров необрабатываемых сельхозземель, большую часть которых по разным причинам нецелесообразно возвращать в сельскохозяйственный оборот. Но и высадить там лес по закону пока нельзя — правовая база ещё не устаканилась.  Читайте, почему в Эстонии есть лесное фермерство, а у нас нет: https://act.gp/vk-forest280519",28 05 2019 9:37:41,151,17,
"Узнавать новости по теме экологии можно из разных источников. И нам особенно приятно, что компания [club66177799|МаксимаТелеком], оператор wi-fi cети в метро, решила рассказать миллионам посетителей подземки про наш гид по раздельному сбору мусора. До конца мая при подключении к сети wi-fi в метро вы можете видеть баннеры о нашем материале и ссылку на новостную статью. Благодарим за поддержку нашего информационного партнера МаксимаТелеком.",28 05 2019 7:00:05,120,2,https://pp.userapi.com/c855324/v855324004/51485/WWz9H6lns2g.jpg
?? В эти выходные в Санкт-Петербурге волонтеры Гринпис приняли участие в велопараде. Велотранспорт не загрязняет воздух в городах и укрепляет здоровье :)   Поддержите требование к Роспотребнадзору! Подпишите петицию! https://act.greenpeace.org/page/38984/action/1?ea.tracking.id=vk2705&utm_source=vk&utm_medium=social&utm_campaign=air&utm_content=2705,27 05 2019 17:00:05,236,12,https://pp.userapi.com/c849128/v849128017/19f2fb/Bv-KO-CT_eE.jpg
"По всей России пустуют порядка 80 миллионов гектаров земель, пригодных для лесного хозяйства и создания лесных плантаций, потому что действующее законодательство не допускает лесоразведение на землях сельхозназначения. ??Убедитесь в этом сами на нашей новой карте неиспользуемых сельхозземель. ?   ?? Узнайте, где мог бы вырасти лес https://act.gp/2QqB70h     По закону наличие леса на «сельхозке» грозит собственнику крупным штрафом (до 700 тысяч рублей для юрлиц) и даже изъятием земли. Российское отделение Greenpeace выступает за то, чтобы дать собственникам участков шанс легально выращивать лес на землях сельскохозяйственного назначения.",27 05 2019 14:04:52,207,30,
"Если вы живете в Москве, в Калининграде или в Екатеринбурге, ищите наших представителей в разных точках города. Мы рассказываем всем желающим о нашей работе и предлагаем стать сторонниками Гринпис, оформив регулярное пожертвование с помощью банковской карты.    Вот список мест и адресов.    Москва и Московская область  ??ТРЦ Lite Mall — Осташковское шоссе, 22 ст1, http://lite-mall.ru/  ??ТРЦ Реутов Парк — Носовихинское ш., 45, Реутов, Московская обл. https://reutov-park.com/  ??ТЦ FOR YOU — Варшавское ш., 26, стр.6, http://foryou.moscow/    Калининград  ??ТЦ Кловер Сити Центр — Площадь Победы, 10, Калининград, Калининградская обл. http://www.clovercitycenter.ru/    Екатеринбург  ??ТРЦ Фан Фан — ул. Ясная 2 http://www.fanfan-ekb.ru/  ??ТЦ Мега — ул. Металлургов 87 https://mega.ru/shops/ekaterinburg/  ??ТРЦ Мегаполис — ул. 8 марта 149 http://megapolis66.ru/  ??ТЦ SILA VOLI — ул. Толмачева 22 https://silavoli.center/  ??ТРЦ Радуга Парк — ул. Репина 94 http://www.radugapark.ru/",27 05 2019 8:00:01,70,6,https://pp.userapi.com/c855624/v855624407/4aa18/xR_wkUB4XCo.jpg
"Greenpeace России предупреждает: если срочно не принять соответствующие меры, то этим летом задымление крупных городов от торфяных пожаров может быть сильнее, чем в 2010 году. Почему?    Пока пожары маленькие, на них не обращают внимания. Когда обращают — уже бывает поздно. Читайте подробности в нашем материале: https://act.gp/vk-fire-2605-01  #остановиогонь",26 05 2019 8:00:01,225,35,
"?? Вчера, 24 мая, по всему миру прошли климатические акции #FridaysForFuture. Тысячи людей выходили на улицы с требованием обратить внимание на проблемы изменения климата. ???? В России тоже есть климатическое движение: в 10 городах прошли согласованные акции, в некоторых городах активисты выходили на одиночные пикеты.  ?? Мы собрали фотографии с акций в Санкт-Петербурге, в Кирове, в Ярославле, в Нижнем Новгороде, в Саратове, в Иркутске, в Новосибирске, в Калининграде и с одиночных пикетов в Москве и в Ижевске. Посмотрите, как это было.  #ЗаКлимат #ClimateStrike #LetRussiaStrikeForClimate",25 05 2019 10:26:35,518,44,https://pp.userapi.com/c852224/v852224480/120503/4RWiHPpwRZs.jpg https://pp.userapi.com/c852224/v852224480/120480/Tma-_ejB5lY.jpg https://pp.userapi.com/c852224/v852224480/120435/K0lp1GGa4OQ.jpg https://pp.userapi.com/c852224/v852224480/12042c/5q4dD2pBLFQ.jpg https://pp.userapi.com/c852224/v852224480/12043e/24aC13qUIxo.jpg https://pp.userapi.com/c852224/v852224480/120447/XKEPjenThoA.jpg https://pp.userapi.com/c852224/v852224480/120464/9jVLArbgD8k.jpg https://pp.userapi.com/c852224/v852224480/120489/F2U5HssnZdM.jpg https://pp.userapi.com/c852224/v852224480/120492/2pCS1E2XPhY.jpg https://pp.userapi.com/c852224/v852224480/1204b2/E7rENwGMh6U.jpg
"26 мая в Санкт-Петербурге состоится четвертый ежегодный Большой Велопарад. Мероприятия пройдет рамках единого дня велопарадов в России, а также будет посвящено празднованию Дня города — Дня основания Санкт-Петербурга.  Если хотите присоединиться к празднику, учтите, что парад стартует в 11:00 от БКЗ «Октябрьский». Всего участникам предстоит преодолеть 17 км. Маршрут пролегает так, чтобы колонна велосипедистов проехала мимо знаковых мест Петербурга, среди которых Невский проспект, Дворцовая набережная, Троицкий мост, Гренадерский мост, Ушаковская набережная и Яхтенная улица.   Подробности о мероприятии: https://vk.com/maycycling",24 05 2019 17:00:12,149,13,https://pp.userapi.com/c7004/v7004142/5fea5/Zfyh8btfNNQ.jpg
"Новый эпизод [club21665793|Смешариков] — «Самый страшный зверь в лесу. Азбука защиты леса» уже ждёт своих зрителей. Не пропустите!    Копатыч и Бараш спасаются от огня — самого страшного зверя в лесу. Заодно отважные герои помогают запомнить, что нужно делать при столкновении с лесным пожаром:  ?? уходить надо в сторону от пожара — поперёк ветра,  ?? нельзя убегать от огня вверх по холму или вниз к оврагу,  ?? оказавшись в безопасности, нужно вызвать помощь по номеру 112 или 101.   Мы надеемся, что однажды этот мультфильм будут показывать на всех уроках ОБЖ. А у вас есть возможность увидеть его прямо сейчас.    Непременно посмотрите этот мультфильм с детьми, поделитесь им с друзьям: https://youtu.be/ruFJVcN2neE  #остановиогонь #гринписмультфильмы #смешарикигринпис #smesharikigreenpeace",24 05 2019 10:00:08,225,48,https://pp.userapi.com/c852320/v852320019/123330/TkBkjRthBcQ.jpg
"?? Сегодня, 24 мая, проходят международные климатические забастовки #FridaysForFuture. Глобальное изменение климата — наша общая проблема. ? Только объединившись со всем миром, мы сможем удержать потепление в рамках 1,5 градусов и предотвратить катастрофические последствия. Поддержите климатическое движение в России! ??    ???? Российские активисты соберутся в Санкт-Петербурге, в Кирове, в Ярославле, в Нижнем Новгороде, в Саратове, в Якутске, в Благовещенске, в Иркутске, в Новосибирске, в Калининграде на согласованные акции. ?? Информацию об акции в своем городе ищите в группе [club179175230|FridaysForFuture | Россия].    Приходите на климатическую акцию в своем городе или примите участие во флешмобе. ?Пишите красками или маркерами на своем теле слова #ЗаКлимат или #ClimateStrike. Выкладывайте фото сегодня в любую социальную сеть с этими хештегами! ?  ?  ?? Давайте докажем всему миру, что россиян волнует проблема изменения климата! Пусть ваше тело станет самым экологичным баннером и заговорит в этот день о самой важной проблеме человечества.  ?  #LetRussiaStrikeForClimate #FridaysForFuture #Youth4Climate",24 05 2019 7:00:04,279,29,https://pp.userapi.com/c854328/v854328570/4c9a2/wpGXCgXZoDQ.jpg
"В апреле мы передали в Роспотребнадзор более 1 000 жалоб на загрязнение воздуха, которые оставили на карте «SOS! Воздух» жители 139 городов. Из управлений ведомства в разных регионах нам пришли самых разных ответов, среди которых много отписок.  Чтобы не бросать дело на полпути, мы отправили официальный запрос в центральный аппарат Роспотребнадзора. В нём мы просим руководительницу ведомства разъяснить нам и её подчинённым в регионах, как же они должны реагировать на жалобы граждан:  https://act.gp/vk_obrashenie",23 05 2019 17:00:13,179,9,https://pp.userapi.com/c7004/v7004161/66c07/eqBu91Oya44.jpg
"?? Завтра, 24 мая, день международной климатической акции! Тысячи людей по всему миру выйдут на улицы, чтобы потребовать реальных действий для сохранения климата. В России тоже пройдут мероприятия по теме климата ??    ??Санкт-Петербург — 16:00-19:00, на площади Ленина.  ??Киров — 17:00-18:00, у администрации Кирова.  ??Ярославль — 17:30-19:00, в парке Мира.  ??Нижний Новгород — 18:00-20:00, у катера «Герой».  ??Саратов — 17:30-19:00, в сквере Грибова.  ??Якутск — 16:30-17:00, в сквере Гагарина.  ??Благовещенск — 15:30-17:30, на ул. Красноармейская, 124.  ??Иркутск — 17:00-19:00, у иркутского цирка.  ??Новосибирск — 15:00-16:00, у театра «Глобус».    ?? За актуальной информацией о климатических мероприятиях в России можно следить в группе [club179175230|FridaysForFuture | Россия].    ? Мы предлагаем вам поддержать климатическое движение и присоединиться к онлайн-флешмобу. Пишите #ClimateStrike или #ЗаКлимат на своем теле маркером или краской и выкладывайте фотографии в социальные сети 24 мая с теми же хештегами. ?    ?? Давайте покажем, что нас много!  #LetRussiaStrikeForClimate #FridaysForFuture",23 05 2019 13:50:46,167,35,
"Благополучие 130 (!) видов животных зависит от лесов вдоль нерестовых водоёмов.   ???? Помогите спасти эти леса от вырубки, подпишите петицию: https://act.gp/vk-forest230519",23 05 2019 9:05:13,275,58,
"Косатки и белухи страдают в тесных вольерах в Приморье Уже год в центре передержки в Приморье держат около 100 китообразных – косатки и белухи заточены в тесные клетки, их состояние постоянно ухудшается, а отловщики продолжают приручать их, игнорируя возмущение общественности. Поручение Путина освободить животных тоже не имело эффекта. Ссылка на петицию https://act.greenpeace.org/page/38188/action/1?_ga=2.17217914.2136758277.1558552984-2029206269.1558552984",22 05 2019 19:00:04,220,46,https://pp.userapi.com/c851024/v851024844/134a35/e9lSWx5b1hg.jpg
"Более 2000 жалоб на грязный воздух — и это только за первые месяцы существования нашей интерактивной карты «SOS! Воздух».   Мы собрали все обращения граждан и передали в Роспотребнадзор, но не все региональные представительства ведомства отреагировали на них должным образом. В нашем блоге подробно рассказываем о том, какие отписки мы получили от чиновников и почему не планируем останавливаться на этом:  https://act.gp/vk_blog_zhaloby",22 05 2019 14:00:49,168,21,https://pp.userapi.com/c7004/v7004443/620bf/gUeIq8JTVcY.jpg
"В Международный день биологического разнообразия напоминаем о том, почему так важно спасти от вырубки леса вдоль нерестовых водоёмов. Они сохраняют места обитания редких и исчезающих видов, занесённых в международный красный список, Красную книгу РФ и региональные Красные книги. Петиция тут: https://act.gp/vk-forest210519  ?? Среди них и орлан-белохвост — одна из самых крупных хищных птиц России. Несмотря на название, он не относится к роду орлов и отличается от последних тем, что питается в основном рыбой.  ?? Орлан-белохвост селится по берегам рек и озёр, на морском побережье. Он выбирает места, в которых количество рыбы позволяло бы прокормить семью такого крупного хищника. Обычно орлан-белохвост ловит рыбу весом 1–3 кг, а иногда на мелководных участках русла реки может дотащить до берега и десятикилограммовую.  ?? Эти прекрасные птицы сильно страдают от вырубок по берегам рек не только из-за сокращения количества рыбы, но и из-за уничтожения пригодных для гнездования деревьев. Построить своё гнездо, достигающее 1,7 метров в диаметре и 6 метров в высоту, он может только на очень старом и крупном дереве, которое обычно вырубают в первую очередь.  В том числе из-за этих факторов орланы-белохвосты стали редки и были занесены в Красную книгу России и Международного союза охраны природы.  ? Помогите спасти от исчезновения орланов-белохвостов! Подпишите петицию в защиту лесов вдоль нерестовых водоёмов: https://act.gp/vk-forest220519  #ЛесаВдольРек #ЗащитимЛес #СпасемЛосося",22 05 2019 11:16:14,605,110,https://pp.userapi.com/c849520/v849520028/19bf5e/H9FxZhhONro.jpg
