Text;Date;LikesCount;RepostCount;URLs
"Ассоциация «Новый Акрополь» приглашает всех желающих этим летом в увлекательное путешествие добровольческой экспедиции.  Нас заботит экологическая обстановка наших рек, а так же помощь селу Красный Яр в восстановлении бывшего ДК советской эпохи.  Открытие 4 августа (вс) 12.00 Закрытие 11 августа (вс) 12.00 Место: пос.Красный Яр, Воскресенский район Нижегородской области. Лагерь будет расположен на берегу реки Ветлуга, рядом сосновый бор.  Цели и задачи: 1 Помощь природному парку ""Воскресенское Поветлужье"" в создании музея ""Советской эпохи"" в здании бывшего ДК. 2. Очистка от мусора территории реки Ветлуги и вокруг будущего Музея. ============ Наша программа: 1. Работы по восстановлению здания ДК (ежедневно 3 часа): · Очистка цоколя здания ДК от земли и травы; · Очистка стен в здании ДК от старой краски; · Окос травы по периметру ДК; · Уборка и вынос строительного мусора с территории и из здания ДК с погрузкой в автосамосвалы.  2. Улучшение экологической обстановки в п. Красный Яр: · Разборка несанкционированных свалок на берегу р. Ветлуги; · Проведение семинаров и занятий на экологические темы с добровольцами - участниками экспедиции; · Проведение мастер-классов с участниками экспедиции по вторичному использованию вторсырья; · Создание концепции зоны отдыха на набережной р. Ветлуга.  3. Подготовка материалов для экспозиции «Музей советской эпохи»: · Сбор фото/видео материалов у местных старожилов об истории поселка; · Изучение топографической истории поселка Кр. Яр; · Нахождение и учет артефактов для Музея на территории поселка.  4. Культурно-просветительские мероприятия:  · Экскурсионная поездка участников экспедиции в музей «Культуры дерева» в с. Б. Отары; · Экскурсионная поездка участников экспедиции на оз. Светлояр; · Экскурсионная поездка участников экспедиции в д. Галибиха, музей-усадьба Левашовых; · Посещения дня поселка Воскресенское с выставкой-ярмаркой товаров народных промыслов. . Музыкальные и танцевальные мастер классы  5. Спортивно-оздоровительные мероприятия: · Ежедневные утренние пробежки и занятия йогой; · Прогулки по экотропам; · Сплав по р.Ветлуга на рафтах (за отдельную плату)  О программе: https://vk.com/doc-5865577_501660523 Предварительное расписание: https://vk.com/doc-5865577_501659879 О воскресенском поветлужье https://youtu.be/9RugdnaZBGk В контакте: https://vk.com/club5865577  =============== Квота участника - 4000 руб, дети до 5 лет бесплатно.  Всех встретим, приютим, покажем город, споем! Пишите, звоните!";05 06 2019 10:41:21;7;1;https://pp.userapi.com/c850032/v850032409/1a337e/VIIJy0j2e3I.jpg
[club26284064|Информационное агентство ТАСС] подготовило цикл статей о мусорных проблемах в России, о сортировке и переработке отходов, а также о том, как внедрить экологичные привычки в свою повседневную жизнь.  Благодаря статьям вы узнаете: * сколько в России ежегодно образуется мусора и как от него избавляются * как платить за «вывоз ТКО» по новым правилам * для чего нужны мусоросжигательные заводы и полигоны ТКО * насколько важно сортировать образующиеся отходы и перерабатывать их * как пять простых правил избавят вашу жизнь от отходов  Статьи наполнены интересной инфографикой!  #экопросвещение #раздельныйсбор #переработка;22 05 2019 12:36:00;14;2;https://pp.userapi.com/c855720/v855720397/410a5/F-s0R0AGKII.jpg
"Дорогие педагоги!  Приглашаем провести в своем классе экоурок «Живая Волга»!  Благодаря уроку дети: ?познакомятся с историей освоения Поволжья; ?определят ценность Волги для всех жителей России; ?познакомятся с понятием «экосистемные услуги» и узнают, что люди теряют, нарушая экологический баланс; ?узнают, в каких акциях можно принять участие, чтобы позаботиться о Волге.  Бесплатные материалы (текст, методика, сценарий, презентация, карточки): vk.cc/9naxMZ.  Давайте вместе сохранять богатства великой Волги и наше благополучие!  #экокласс #живаяволга #экоурок #экопросвещение";20 05 2019 13:36:00;14;5;https://pp.userapi.com/c848416/v848416397/1925e5/vBh0_cUyYrU.jpg
[club24228287|«Интерфакс»] опубликовал опрос, согласно которому, более 60% россиян выразили готовность сортировать мусор в домашних условиях для дальнейшей переработки.  Каждый второй россиянин заявил, что готов внедрить в свою повседневную жизнь раздельный сбор, если специальные баки будут находиться рядом с домом. Однако пока раздельный сбор практикуют только 16% опрошенных.  Еще около 30% сограждан не готовы разделять отходы, ссылаясь на высокую занятость и отсутствие места в квартире.  Около половины респондентов недовольны повышением тарифов на вывоз мусора, что связывают с началом «мусорной реформы» 1 января 2019 года.  А каждый десятый опрошенный россиянин полагает, что существуют перебои с вывозом мусора.  Опрос был проведен аналитическим центром [club57923289|«Левада-центр»] 21-27 марта 2019 года среди 1600 человек старше 18 лет в 137 населенных пунктах РФ.  https://www.interfax.ru/russia/661180  #раздельныйсбор #переработка;18 05 2019 16:36:00;66;12;https://pp.userapi.com/c848416/v848416397/1925dc/RJTeJdb6iEY.jpg
Друзья!  Подарите свой голос нашим прекрасным координаторам :)  Компания «Ив Роше» проводит благотворительную акцию «Наша красота – в действии!». Участницы-женщины могут подать на конкурс свои экологические или социальные проекты и выиграть грант на дальнейшее развитие.  В конкурсе участвуют координаторы [club28998377|«Мусора.Больше.Нет», СПб и ЛО]:  [id44059608|Карина Ивченко] с проектом «PROкачай ЭКОлайф»: [club170782765|интенсив] и [club170783540|онлайн-курс].  [id29495807|Мария Бутузова] с проектом [club141454647|«Крышечки ДоброТЫ»].  Голосуйте на сайте: https://www.yves-rocher.ru/60years?merch=HP&type=HP1#m3. Обязательна авторизация, можно через соцсети.;16 05 2019 15:37:14;10;2;https://pp.userapi.com/c848416/v848416397/1925c2/QGP6hngBQ4Q.jpg https://pp.userapi.com/c848416/v848416397/1925cb/DDrrfdFHPGw.jpg https://pp.userapi.com/c848416/v848416397/1925d4/S0SN3K6nqXU.jpg
Готовы присоединиться к масштабной экологической акции, весело провести время и выиграть крутые призы?    18 мая в 60 городах России пройдёт экологический турнир по [club79010199|Чистым Играм] — Весенний Кубок Чистоты! Собирайте команду (2-4 человека) и ищите ваш город в списке игр https://clck.ru/FxW5s    Участие бесплатное. В ходе игры команды решают экологические загадки, ищут артефакты, собирают и разделяют мусор, получая за это баллы. Статистика игр ведётся в реальном времени на сайте и в мобильном приложении. Лучшие команды получат призы. Собирай команду и регистрируйся!    Общий рейтинг команд будет доступен в режиме онлайн. В конце дня мы узнаем, кто оказался самым результативным??    #чистыеигры #весенний_кубок_чистоты;14 05 2019 13:39:00;24;5;https://pp.userapi.com/c849416/v849416498/18f686/L7JUnp7NG0I.jpg
Как проходит жизнь «биоразлагаемого» стакана?  Наверняка встречали на разной упаковке фразы, что эта посуда/пакет биоразлагаемые, разлагаются за 1-2 года. Часто так именуется обычный пластик с добавкой d2w, которая ускоряет его распад на микрочастицы. По факту такой пластик в России не переработать, хоть он и распадётся на части, разлагаться он будет также долго, как и обычный, 100-400 лет в зависимости от толщины.  Читайте подробнее, как делают такую упаковку и какие у неё условия разложения: www.imorganic.ru/bioplastic.  Смотрите небольшой комикс про жизнь стакана. Эти и другие экокомиксы вы можете найти на странице автора Наталии: www.instagram.com/nataanahata.  Сохраняйте себе на стену! Делитесь с друзьям!  #МусораБольшеНет #раздельныйсбор #экокомикс #маркировкапластика #переработка;04 05 2019 10:29:00;95;31;https://pp.userapi.com/c851324/v851324652/11b7a6/N7nbpMOsr9I.jpg https://pp.userapi.com/c851324/v851324652/11b760/g0UHRIh6_RQ.jpg https://pp.userapi.com/c851324/v851324652/11b76a/pX55vjSgs1E.jpg https://pp.userapi.com/c851324/v851324652/11b774/w469AXNaZUw.jpg https://pp.userapi.com/c851324/v851324652/11b77e/tE3fvp1S8cI.jpg https://pp.userapi.com/c851324/v851324652/11b788/t8-6pQMeKRc.jpg https://pp.userapi.com/c851324/v851324652/11b79c/cw8h5q6e-8I.jpg https://pp.userapi.com/c851324/v851324652/11b792/1fR08p2OBSs.jpg
На губернаторском балу выпускников в Иркутской области отменят запуск гелиевых шаров  Такое решение приняло региональное министерство образования после письма студента Сибирского колледжа транспорта и строительства Евгения Бикмулова. Он написал в министерство письмо, в котором рассказал, какой вред природе наносит такая традиция, как запуск гелиевых шаров.   В письме студент, опираясь на данные экологов и ученых, сообщил, что после попадания шаров в атмосферу и падения в воду могут выделяться токсичные вещества. Шары часто съедают животные и рыбы, от чего они неизбежно погибают. В веревках шаров запутываются и умирают птицы. Сам по себе материал воздушных шаров очень плохо и долго разлагается. При этом собрать то, что осталось от них после акции, невозможно, так как шары разлетаются на многие километры. Не исключены и техногенные аварии: существует угроза энергоснабжению и безопасности полетов воздушных судов. Студент сообщил, что в соседней Бурятии министерство образования уже рекомендовало школам отказаться от такой традиции.  www.asi.org.ru/news/2019/04/29/irkutsk-otmena-zapuska-gelievyh-sharov/?fbclid=IwAR3WXhYIkSKWwOFtsDpUy0zCrTiyBhzF_9t5DvDp1oasQ0S4_AAWZQTJBpY;02 05 2019 9:29:00;108;13;
Ярко и креативно о маркировках пластика  В прямом эфире пластиковые тары, которые расскажут, кто они такие, зачем нужны и какие отношения с ними поддерживать. Эти и другие экокомиксы вы можете найти на странице автора Наталии: www.instagram.com/nataanahata.  Сохраняйте себе на стену! Делитесь с друзьям!  #МусораБольшеНет #раздельныйсбор #экокомикс #маркировкапластика #переработка;30 04 2019 8:15:00;227;94;https://pp.userapi.com/c851436/v851436272/104c63/UFQhxWQqBw0.jpg https://pp.userapi.com/c851436/v851436272/104c6d/VZvTO3p1kgA.jpg https://pp.userapi.com/c851436/v851436272/104c77/YV4omuQzLoc.jpg https://pp.userapi.com/c851436/v851436272/104c81/nu7Ns3skLd4.jpg https://pp.userapi.com/c851436/v851436272/104c8b/X3Rat_LoEFI.jpg https://pp.userapi.com/c851436/v851436272/104c95/zQoFP6I6zOw.jpg https://pp.userapi.com/c851436/v851436272/104c9f/LP3rT0P5EUU.jpg https://pp.userapi.com/c851436/v851436272/104ca9/si2bzfPMMqk.jpg https://pp.userapi.com/c851436/v851436272/104cb3/MsZ-yeMrYBg.jpg
"?? Осталось 3 дня! ЭкоНетворкинг СПБ №3 пройдет 23 апреля 2019, 19.00 - 22.00. Лофт COM.NATA. Осталось 30 мест из 100.  Регистрация: www.ecotrener.ru/econetworking_spb    В ПРОГРАММЕ:  18:00 - 19:00 Регистрация участников, открытие ЭкоМаркета.    19:00 - 20:00 Выступления экспертов:    ?? Роман Саблин (экотренер, сооснователь компании “Зелёный Драйвер”, Санкт-Петербург) ""Сборка сообщества экологистов - зачем и как""    ??Дмитрий Иоффе (Основатель проекта «Чистые игры») «Как замотивировать тысячи людей собирать мусор на природе наперегонки""    ?? Анастасия Угрюмова (помощник генерального директора, координатор проекта ""Новая Искренность» компании «БУШЕ») «Как БУШЕ экологизирует свое производство и сеть кафе""    ?? Александра Рощина (основатель магазина без упаковки «Крупа») «Zero Waste бизнес: как это работает в Петербурге»    ?? Виталий Осипов (сооснователь первого в России интернет-магазина вещей из переработанной джинсы «Jeans Revision») «Запуск экоустойчивого бизнеса на примере бренда Jeans Revision»    20:00 - 20:30  Организованный нетворкинг:  Каждый получит возможность познакомиться со всеми без исключения участниками мероприятия и обменяться своими данными.    20:30 - 22:00  Неформальное общение, чаепитие, дегустация экопродукции и работа ЭкоМаркета.    ? Орг. взнос: 400 р. с человека.  Включено: участие в программе, чай, дегустации.  Оплата: www.ecotrener.ru/econetworking_spb    * Если Вам интересно стать участником ЭкоМаркета,  отправьте запрос на E-mail: green3@greendriver.ru и мы свяжемся с Вами.    В связи с большим интересом к мероприятию, только предоплата гарантирует участие.  Всего 100 мест.    ЗАДАЧИ ВСТРЕЧИ:  ?? Знакомство, обмен опытом, поиск партнеров, заказчиков  ?? Обсуждение совместной деятельности  ?? Сборка экосообщества Санкт-Петербурга  ?? Дальнейшее общение в Whatsapp чате #ПетербургЭкологичный - для поддержания связей, координации проектов, привлечения экологистов.    Организатор мероприятия:  Компания “Зеленый Драйвер”: Экологизация жизни и бизнеса  www.greendriver.ru    По всем вопросам:  Анастасия Гусакова [id401054|@pro.eco.life] Тел. +7 (921) 092 21 55     С кем увидимся?    #ЭкоНетворкингСПБ";20 04 2019 13:56:53;6;0;https://pp.userapi.com/c848632/v848632189/16ef41/ouHtwUCfuxo.jpg
[club43080440|«Центр экономии ресурсов»] выпустил уроки про раздельный сбор для 1-4 классов!  Почему важно рассказывать детям про переработку отходов?  * 450 кг опасных отходов образует в год каждый человек. * Если из отходов, которые выбрасывают все жители России, построить башню метр на метр, то по ней можно добраться до Луны. * В России насчитывается более 14 000 крупных свалок, их площадь более 4 млн гектар. * При сжигании отходов в воздух выбрасывается более 250 веществ.  Курс позволяет дать системные знания и обосновать важность для детей и взрослых раздельного сбора и переработки. Готовый пакет материалов: уроки, лабораторные занятия, плакаты и инструкции для проведения акций, мотивирующие письма для родителей.  Регистрируйтесь: www.разделяйиздравствуй.рф  #экопросвещение #центрэкономииресурсов #экоуроки #раздельныйсбор #фондпрезидентскихгрантов;19 04 2019 10:16:00;29;7;https://pp.userapi.com/c856016/v856016149/266b0/Ift3KjX8bc8.jpg
Комитет по природопользованию Петербурга призвал запретить массовый запуск шаров  Комитет природопользования Петербурга поддержал призыв активистов о введении запрета на массовый и бесконтрольный запуск воздушных шаров, светошаров, небесных фонариков при проведении на территории Петербурга различных мероприятий и масштабных праздников. Комитет сделал рассылку с инфформацией о вреде шаров по подведомственным предприятиям и учреждениям, а также в исполнительные органы государственной властигорода.  Благодарим за работу активистов [club28998377|«Мусора.Больше.Нет», СПб и ЛО], [club31712887|«РазДельный Сбор»] и других неравнодушных.  ?????? Мы запустили петцию на РОИ о запрете шаров на массовых мероприятиях по России. ПОДДЕРЖИТЕ голосом: www.roi.ru/51837.  ?????? Также вы можете разослать информационные письма по образовательным учреждениям своего города. За основу можно взять шаблон письма: clck.ru/Fd5pF  #МусораБольшеНет #РаздельныйСбор #НетШарам #несмешарики;16 04 2019 8:28:21;66;11;https://pp.userapi.com/c848520/v848520804/176532/tytdfWUHVWQ.jpg
УРАЛ В МУСОРЕ. ОРЕНБУРГ. ЧИСТОРЕЙД ч1.;12 04 2019 7:13:15;18;2;https://pp.userapi.com/c854220/v854220527/1f5a2/8vPifUiVEfU.jpg
Поддержите благотворительный магазин Вторник, который дает одкжде новую жизнь, и получите ценные экоподарки!;11 04 2019 8:14:49;12;1;
"Раздельный сбор во дворе — миф или реальность? Как вовлечь соседей и превратить сортировку отходов в полезную привычку?    Простое решение для вас и вашего района — праздник «Экодвор»!    Мероприятие включает активности, интересные как взрослым, так и детям:  ?? обмен вещами и игрушками;  ?? книговорот (буккроссинг);  ?? мастер-классы для детей, в том числе роспись экосумок;  соседский обед.  ? Но самое главное — это установка баков для раздельного сбора и информирование соседей о правилах сортировки отходов.    Проводите «Экодворы», следуя пошаговой инструкции. Давайте вместе создавать комфортную для жизни среду!?? https://vk.cc/9cnFAT";09 04 2019 6:32:00;32;15;https://pp.userapi.com/c853420/v853420759/15e45/yqLlsQJNGHE.jpg
«В свободное время пишешь тексты, снимаешь видео и фотографируешь? У нас есть для тебя предложение, от которого ты точно не сможешь отказаться!  C 25 апреля по 2 мая в Москве пройдет традиционная добровольческая акция Весенняя неделя добра. Акция объединит общественные организации и движения, молодежные и школьные объединения, жителей и гостей столицы. Принять участие в организации и проведении культурно-просветительских и экологических мероприятиях акции и показать свое бережное отношение к городу сможешь и ты!  Подавай заявку на сайте: https://mosvolonter.ru/e/XouyY1, выполняй конкурсное испытание и становись частью команды медиаволонтеров самой долгожданной добровольческой акции!  #ВесенняяНеделяДобра #ВолонтерыМосквы #Мосволонтер #ДушевнаяМосква #ПростоеСчастье»;29 03 2019 9:14:00;4;1;
Друзья!  Приглашаем на вебинар [club19246997|«ЭКА!»] — «Экологичные кафе и магазины: польза вместо отходов». Речь пойдет о технологиях, которые позволяют превратить мусор в пользу для людей и природы.  * Как сократить количество отходов? * Как наладить раздельный сбор? * Что делать с пищевыми отходами? * Почему фудшеринг выгоден для кафе? * Что такое концепция «зеленого офиса»?  Об этом расскажут: ??Ольга Мироненко и Елена Мироненко — координаторы всероссийской акции «My Cup, Please» и основательницы проекта «Тайга», ?? [id44059608|Карина Ивченко] — координатор акции «Зелёный бизнес», инициированной [club28998377|«Мусора.Больше.Нет», СПб и ЛО].  ?? Татьяна Тепеницына — автор акции «Сытый час. Фудшеринг».  Вебинар подойдет для владельцев и управляющих магазинов и предприятий общественного питания, менеджеров по закупкам, маркетологов, пиар-менеджеров.  Регистрируйтесь: zoom.us/webinar/register/WN_FRE8ryfKRT-AEz6DNE_EQQ  **** [club178587978|Эколого-благотворительная акция «Зелёный бизнес»] — это акция по сбору макулатуры и пластиковых крышечек у предприятий Петербурга. Средства от сбора идут на озеленение интерната и помощь подопечным благотворительного фонда.  Новый сбор: 18-30 марта, вывоз макулатуры и крышечек 1-7 апреля.  Про механику акции, у кого и что собираем, смотрите: vk.com/board178587978. Организаторы акции: [club28998377|«Мусора.Больше.Нет» Спб и ЛО], движение [club146231986|«Круг жизни Северо-Запад»] и [id361540198|ИП Руслан Рамазанов].  #ЗеленыйБизнесСпб #сдаеммакулатуру #МусораБольшеНет #КругЖизни #КрышечкиДоброТЫ;19 03 2019 12:08:03;11;1;https://pp.userapi.com/c850736/v850736072/e3407/8zz7tKqAUIQ.jpg
Как сделать компост дома в городских условиях  Превращаем пищевые отходы в ценное удобрение — на кухне или балконе обычной квартиры. Какой способ выбрать, плюсы и минусы, особенности — мнение практика.   www.houzz.ru/magazine/kak-sdelaty-kompost-doma-stsetivw-vs~85307041  #МусораБольшеНет #раздельныйсбор #переработка #органика #отходы #компостирование;18 03 2019 11:01:00;21;5;
